Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
150554,OPOLIS 1,5391,KS,115,PQ,1.0171,116.966,6.15,0.2,5391,0.1,,,,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,37.36,-94.59
150555,BALDWIN CITY 4 1,5392,KS,115,PQ,1.01583,116.821,14.36,5.3,5392,1.3,,,,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,38.79,-95.21
150556,Holcomb 1,5393,KS,345,PQ,1.02929,355.106,73.16,,5393,,,,,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,37.93,-100.97
150557,Holcomb 2,5393,KS,230,PQ,1.03341,237.684,72.84,,5393,,,,,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,37.93,-100.97
150558,Holcomb 3,5393,KS,115,PQ,1.03588,119.126,72.79,,5393,,,,,0,0,5,1,Hammond,Lake County,Indiana,37.93,-100.97
150559,Holcomb 4,5393,KS,13.8,PV,1.02,14.076,74.71,,5393,,118.4,-40.94,,0,0,5,1,Hammond,Lake County,Indiana,37.93,-100.97
150560,Wolf Creek Generating Station 1,5394,KS,345,PQ,1.02391,353.249,21.37,,5394,,,,-52.42,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,38.24,-95.69
150561,Wolf Creek Generating Station 2,5394,KS,230,PQ,1.0252,235.797,20.83,,5394,,,,,0,0,5,1,Hammond,Lake County,Indiana,38.24,-95.69
150562,Wolf Creek Generating Station 3,5394,KS,115,PQ,1.02365,117.72,21.06,,5394,,,,,0,0,5,1,Hampshire,Kane County,Illinois,38.24,-95.69
150563,Wolf Creek Generating Station 4,5394,KS,20,PV,1.02,20.4,22.24,,5394,,166.45,-43.96,,0,0,5,1,Hampshire,Kane County,Illinois,38.24,-95.69
150564,Bird City 1,5395,KS,115,PQ,1.03496,119.02,59.52,,5395,,,,,0,0,5,1,Hampshire,Kane County,Illinois,39.76,-101.53
150565,Bird City 2,5395,KS,13.8,PQ (Gens at Var Limit),1.03135,14.233,59.6,,5395,,0.83,-2.4,,0,0,5,1,Hampshire,Kane County,Illinois,39.76,-101.53
150566,Colby 1,5396,KS,115,PQ,1.02675,118.076,61.65,,5396,,,,,0,0,5,1,Hampshire,Kane County,Illinois,39.4,-101.04
150567,Colby 2,5396,KS,20,PV,1.02,20.4,62.26,,5396,,5.9,-3.93,,0,0,5,1,Hampshire,Kane County,Illinois,39.4,-101.04
150568,Cimarron River 1,5397,KS,345,PQ,1.03082,355.634,78.84,,5397,,,,,0,0,5,1,Hampshire,Kane County,Illinois,37.16,-100.76
150569,Cimarron River 2,5397,KS,230,PQ,1.03088,237.103,78.57,,5397,,,,,0,0,5,1,Hampshire,Kane County,Illinois,37.16,-100.76
150570,Cimarron River 3,5397,KS,115,PQ,1.03225,118.709,77.04,,5397,,,,,0,0,5,1,Hampton,Franklin County,Iowa,37.16,-100.76
150571,Cimarron River 4,5397,KS,22,PQ (Gens at Var Limit),1.02311,22.508,79.11,,5397,,17.77,-30,,0,0,5,1,Hampton,Hamilton County,Nebraska,37.16,-100.76
150572,Cimarron River 5,5397,KS,13.8,PQ (Gens at Var Limit),1.02651,14.166,79.04,,5397,,7.4,-9,,0,0,5,1,Hampton Township,Bay County,Michigan,37.16,-100.76
150573,Fort Dodge 1,5398,KS,345,PQ,1.02588,353.929,66.53,,5398,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.73,-99.95
150574,Fort Dodge 2,5398,KS,230,PQ,1.02762,236.353,67.18,,5398,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.73,-99.95
150575,Fort Dodge 3,5398,KS,115,PQ,1.02834,118.259,66.38,,5398,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.73,-99.95
150576,Fort Dodge 4,5398,KS,18,PV,1.02,18.36,67.5,,5398,,63.69,-22.46,,0,0,5,1,Hampton Township,Bay County,Michigan,37.73,-99.95
150577,Great Bend - Sunflower 1,5399,KS,345,PQ,1.02132,352.356,50.97,,5399,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,38.41,-98.87
150578,Great Bend - Sunflower 2,5399,KS,230,PQ,1.02094,234.817,51.33,,5399,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,38.41,-98.87
150579,Great Bend - Sunflower 3,5399,KS,115,PQ,1.02113,117.43,50.46,,5399,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,38.41,-98.87
150580,Great Bend - Sunflower 4,5399,KS,13.8,PV,1.02,14.076,51.54,,5399,,26.89,-3.84,,0,0,5,1,Hampton Township,Bay County,Michigan,38.41,-98.87
150581,Riverton 1,5400,KS,345,PQ,1.02234,352.706,5.62,,5400,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.07,-94.7
150582,Riverton 2,5400,KS,230,PQ,1.0226,235.198,6.84,,5400,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.07,-94.7
150583,Riverton 3,5400,KS,161,PQ,1.02232,164.594,5.51,,5400,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.07,-94.7
150584,Riverton 4,5400,KS,161,PQ,1.01974,164.178,5.09,,5400,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.07,-94.7
150585,Riverton 5,5400,KS,115,PQ,1.01731,116.991,4.67,,5400,,,,,0,0,5,1,Hampton Township,Bay County,Michigan,37.07,-94.7
150586,Riverton 6,5400,KS,13.8,PV,1.02,14.076,5.82,,5400,,7.66,-5.29,,0,0,5,1,Hamtramck,Wayne County,Michigan,37.07,-94.7
150587,Riverton 7,5400,KS,13.8,PV,1.02,14.076,6.37,,5400,,54.47,-9.95,,0,0,5,1,Hamtramck,Wayne County,Michigan,37.07,-94.7
150588,Riverton 8,5400,KS,13.8,PV,1.02,14.076,6.63,,5400,,55.78,-7.61,,0,0,5,1,Hancock,Pulaski County,Missouri,37.07,-94.7
150589,Gordon Evans Energy Center 1,5401,KS,345,PQ,1.02162,352.459,35.3,,5401,,,,,0,0,5,1,Hancock,Pulaski County,Missouri,37.79,-97.52
150590,Gordon Evans Energy Center 2,5401,KS,230,PQ,1.01702,233.915,34.51,,5401,,,,,0,0,5,1,Hancock,Waushara County,Wisconsin,37.79,-97.52
150591,Gordon Evans Energy Center 3,5401,KS,115,PQ,1.01467,116.688,33.03,,5401,,,,,0,0,5,1,Hancock,Houghton County,Michigan,37.79,-97.52
150592,Gordon Evans Energy Center 4,5401,KS,13.8,PV,1.02,14.076,35.52,,5401,,22.22,-9.49,,0,0,5,1,Hancock,Houghton County,Michigan,37.79,-97.52
150593,Gordon Evans Energy Center 5,5401,KS,13.8,PV,1.02,14.076,36.02,,5401,,38.94,-5.26,,0,0,5,1,Hancock,Houghton County,Michigan,37.79,-97.52
150594,Gordon Evans Energy Center 6,5401,KS,24,PV,1.02,24.48,36,,5401,,76.29,-10.99,,0,0,5,1,Hankinson,Richland County,North Dakota,37.79,-97.52
150595,La Cygne 1,5402,KS,345,PQ,1.03116,355.751,13.87,,5402,,,,384.65,0,0,5,1,Hankinson,Richland County,North Dakota,38.35,-94.65
150596,La Cygne 2,5402,KS,230,PQ,1.02841,236.533,12.61,,5402,,,,,0,0,5,1,Hankinson,Richland County,North Dakota,38.35,-94.65
150597,La Cygne 3,5402,KS,115,PQ,1.01782,117.049,7.13,,5402,,,,,0,0,5,1,Hanlontown,Worth County,Iowa,38.35,-94.65
150598,La Cygne 4,5402,KS,13.8,PV,1.02,14.076,15.9,,5402,,280.54,-86.64,,0,0,5,1,Hanlontown,Worth County,Iowa,38.35,-94.65
150599,La Cygne 5,5402,KS,18,PV,1.02,18.36,14.87,,5402,,291.53,-186.72,,0,0,5,1,Hanna,LaPorte County,Indiana,38.35,-94.65
150600,Hutchinson Energy Center 1,5403,KS,345,PQ,1.02294,352.916,36.55,,5403,,,,,0,0,5,1,Hanna,LaPorte County,Indiana,38.09,-97.88
150601,Hutchinson Energy Center 2,5403,KS,230,PQ,1.02255,235.187,37.36,,5403,,,,,0,0,5,1,Hanna,Lawrence County,South Dakota,38.09,-97.88
150602,Hutchinson Energy Center 3,5403,KS,115,PQ,1.0183,117.105,36.82,,5403,,,,,0,0,5,1,Hanna,Lawrence County,South Dakota,38.09,-97.88
150603,Hutchinson Energy Center 4,5403,KS,18,PV,1.02,18.36,36.8,,5403,,11.72,-7.78,,0,0,5,1,Hanna,McIntosh County,Oklahoma,38.09,-97.88
150604,Hutchinson Energy Center 5,5403,KS,18,PV,1.02,18.36,36.87,,5403,,17.1,-9.14,,0,0,5,1,Hanna City,Peoria County,Illinois,38.09,-97.88
150605,Hutchinson Energy Center 6,5403,KS,13.2,PV,1.02,13.464,37.29,,5403,,28.96,-6.87,,0,0,5,1,Hannah Junction,Grand Forks County,North Dakota,38.09,-97.88
150606,Hutchinson Energy Center 7,5403,KS,18,PV,1.02,18.36,37,,5403,,31.53,-11.96,,0,0,5,1,Hannibal,Marion County,Missouri,38.09,-97.88
150607,Hutchinson Energy Center 8,5403,KS,13.8,PV,1.02,14.076,36.89,,5403,,0.63,0.78,,0,0,5,1,Hannibal,Ralls County,Missouri,38.09,-97.88
150608,Lawrence Energy Center 1,5404,KS,345,PQ,1.02214,352.637,18.52,,5404,,,,,0,0,5,1,Hannibal,Ralls County,Missouri,39.01,-95.27
150609,Lawrence Energy Center 2,5404,KS,230,PQ,1.02158,234.963,16.79,,5404,,,,,0,0,5,1,Hannibal,Marion County,Missouri,39.01,-95.27
150610,Lawrence Energy Center 3,5404,KS,115,PQ,1.01975,117.272,14.8,,5404,,,,,0,0,5,1,Hannibal,Marion County,Missouri,39.01,-95.27
150611,Lawrence Energy Center 4,5404,KS,13.8,PV,1.02,14.076,18.66,,5404,,13.29,-11.34,,0,0,5,1,Hannibal,Marion County,Missouri,39.01,-95.27
150612,Lawrence Energy Center 5,5404,KS,13.8,PV,1.02,14.076,19.92,,5404,,122.32,-11.25,,0,0,5,1,Hannibal,Ralls County,Missouri,39.01,-95.27
150613,Anthony 1,5405,KS,230,PQ,1.0163,233.748,45.09,,5405,,,,,0,0,5,1,Hannibal,Marion County,Missouri,37.15,-98.03
150614,Anthony 2,5405,KS,161,PQ,1.01114,162.793,48.06,,5405,,,,,0,0,5,1,Hannibal,Marion County,Missouri,37.15,-98.03
150615,Anthony 3,5405,KS,115,PQ,1.0139,116.598,48.38,,5405,,,,,0,0,5,1,Hannibal,Marion County,Missouri,37.15,-98.03
150616,Anthony 4,5405,KS,24,PV,1.02,24.48,45.26,,5405,,2.71,3.08,,0,0,5,1,Hannibal,Marion County,Missouri,37.15,-98.03
150617,Anthony 5,5405,KS,13.8,PQ (Gens at Var Limit),1.01831,14.053,48.45,,5405,,0.7,2.19,,0,0,5,1,Hannibal,Ralls County,Missouri,37.15,-98.03
150618,Ashland 1,5406,KS,115,PQ,1.02491,117.865,62.8,,5406,,,,,0,0,5,1,Hannibal,Ralls County,Missouri,37.19,-99.76
150619,Ashland 2,5406,KS,13.2,PQ (Gens at Var Limit),1.02115,13.479,62.94,,5406,,0.54,-0.9,,0,0,5,1,Hanover,Jackson County,Michigan,37.19,-99.76
150620,Ashland 3,5406,KS,22,PQ (Gens at Var Limit),1.02085,22.459,62.92,,5406,,1.01,-1.92,,0,0,5,1,Hanover Park,DuPage County,Illinois,37.19,-99.76
150621,Ashland 4,5406,KS,18,PV,1.02,18.36,62.92,,5406,,0.17,-0.43,,0,0,5,1,Hanover Park,DuPage County,Illinois,37.19,-99.76
150622,Augusta Electric Plant No 1 1,5407,KS,115,PQ,1.0155,116.782,31.02,,5407,,,,,0,0,5,1,Hanover Park,Cook County,Illinois,37.68,-96.97
150623,Augusta Electric Plant No 1 2,5407,KS,13.8,PQ (Gens at Var Limit),1.01749,14.041,31.07,,5407,,0.32,0.6,,0,0,5,1,Harbor Beach,Huron County,Michigan,37.68,-96.97
150624,Augusta Electric Plant No 1 3,5407,KS,13.8,PQ (Gens at Var Limit),1.01848,14.055,31.09,,5407,,0.33,0.71,,0,0,5,1,Harbor Beach,Huron County,Michigan,37.68,-96.97
150625,Augusta Electric Plant No 1 4,5407,KS,13.8,PQ (Gens at Var Limit),1.01951,14.069,31.14,,5407,,0.93,1.58,,0,0,5,1,Harbor Beach,Huron County,Michigan,37.68,-96.97
150626,Augusta Electric Plant No 1 5,5407,KS,18,PQ (Gens at Var Limit),1.01931,18.348,31.16,,5407,,1.6,2.29,,0,0,5,1,Harbor Beach,Huron County,Michigan,37.68,-96.97
150627,Augusta Electric Plant No 1 6,5407,KS,22,PQ (Gens at Var Limit),1.01898,22.418,31.12,,5407,,0.62,1.09,,0,0,5,1,Harbor Beach,Huron County,Michigan,37.68,-96.97
150628,Baldwin City Plant No 1 1,5408,KS,115,PQ,1.01679,116.93,14.59,,5408,,,,,0,0,5,1,Harbor Beach,Huron County,Michigan,38.78,-95.19
150629,Baldwin City Plant No 1 2,5408,KS,13.8,PV,1.02,14.076,14.74,,5408,,0.91,0.96,,0,0,5,1,Harbor Beach,Huron County,Michigan,38.78,-95.19
150630,Baldwin City Plant No 1 3,5408,KS,18,PQ (Gens at Var Limit),1.01934,18.348,14.69,,5408,,0.49,0.6,,0,0,5,1,Hardesty,Texas County,Oklahoma,38.78,-95.19
150631,Belleville 1,5409,KS,230,PQ,1.03157,237.262,34.34,,5409,,,,,0,0,5,1,Hardin,Calhoun County,Illinois,39.83,-97.63
150632,Belleville 2,5409,KS,115,PQ,1.0282,118.243,35.12,,5409,,,,,0,0,5,1,Hardingrove,Perry County,Indiana,39.83,-97.63
150633,Belleville 3,5409,KS,13.8,PQ (Gens at Var Limit),1.02897,14.2,34.42,,5409,,0.33,-0.6,,0,0,5,1,Hardingrove,Perry County,Indiana,39.83,-97.63
150634,Belleville 4,5409,KS,13.8,PQ (Gens at Var Limit),1.02104,14.09,35.28,,5409,,1.21,-3.24,,0,0,5,1,Haring charter Township,Wexford County,Michigan,39.83,-97.63
150635,Belleville 5,5409,KS,18,PV,1.02,18.36,35.42,,5409,,2.47,-4.02,,0,0,5,1,Haring charter Township,Wexford County,Michigan,39.83,-97.63
150636,Beloit 1,5410,KS,345,PQ,1.02782,354.599,41.08,,5410,,,,,0,0,5,1,Haring charter Township,Wexford County,Michigan,39.46,-98.11
150637,Beloit 2,5410,KS,230,PQ,1.03124,237.185,39.81,,5410,,,,,0,0,5,1,Haring charter Township,Wexford County,Michigan,39.46,-98.11
150638,Beloit 3,5410,KS,115,PQ,1.03256,118.744,38.4,,5410,,,,,0,0,5,1,Harjo,Pottawatomie County,Oklahoma,39.46,-98.11
150639,Beloit 4,5410,KS,13.8,PQ (Gens at Var Limit),1.02877,14.197,38.47,,5410,,0.52,-1.8,,0,0,5,1,Harlan,Allen County,Indiana,39.46,-98.11
150640,Beloit 5,5410,KS,13.8,PQ (Gens at Var Limit),1.02839,14.192,38.53,,5410,,1.72,-3.3,,0,0,5,1,Harlan,Allen County,Indiana,39.46,-98.11
150641,Beloit 6,5410,KS,13.8,PQ (Gens at Var Limit),1.0256,14.153,38.56,,5410,,1.07,-2.88,,0,0,5,1,Harlan,Allen County,Indiana,39.46,-98.11
150642,Beloit 7,5410,KS,22,PQ (Gens at Var Limit),1.02693,22.592,41.1,,5410,,0.81,-3.6,,0,0,5,1,Harlan,Shelby County,Iowa,39.46,-98.11
150643,Burlingame 1,5411,KS,115,PQ,1.02004,117.305,19.59,,5411,,,,,0,0,5,1,Harlan,Shelby County,Iowa,38.76,-95.84
150644,Burlingame 2,5411,KS,13.8,PV,1.02,14.076,19.67,,5411,,0.31,-0.02,,0,0,5,1,Harlan,Shelby County,Iowa,38.76,-95.84
150645,Burlingame 3,5411,KS,20,PV,1.02,20.4,19.6,,5411,,0.28,-0.07,,0,0,5,1,Harmon,Lee County,Illinois,38.76,-95.84
150646,Burlingame 4,5411,KS,22,PV,1.02,22.44,19.91,,5411,,0.44,-0.02,,0,0,5,1,Harmon,Ellis County,Oklahoma,38.76,-95.84
150647,Burlington (KS) 1,5412,KS,115,PQ,1.02288,117.631,20.7,,5412,,,,,0,0,5,1,Harmon,Ellis County,Oklahoma,38.19,-95.75
150648,Burlington (KS) 2,5412,KS,18,PV,1.02,18.36,20.89,,5412,,1.06,-0.99,,0,0,5,1,Harmon,Ellis County,Oklahoma,38.19,-95.75
150649,Burlington (KS) 3,5412,KS,18,PV,1.02,18.36,20.86,,5412,,0.76,-0.86,,0,0,5,1,Harmon,Ellis County,Oklahoma,38.19,-95.75
150650,Burlington (KS) 4,5412,KS,18,PV,1.02,18.36,20.8,,5412,,1.26,-2.15,,0,0,5,1,Harmon,Ellis County,Oklahoma,38.19,-95.75
150651,Chanute 2 1,5413,KS,345,PQ,1.02594,353.95,19.53,,5413,,,,,0,0,5,1,Harmony,Atoka County,Oklahoma,37.7,-95.46
150652,Chanute 2 2,5413,KS,230,PQ,1.02912,236.697,16.93,,5413,,,,,0,0,5,1,Harmony,Atoka County,Oklahoma,37.7,-95.46
150653,Chanute 2 3,5413,KS,115,PQ,1.02458,117.827,16.36,,5413,,,,,0,0,5,1,Harmony,Atoka County,Oklahoma,37.7,-95.46
150654,Chanute 2 4,5413,KS,18,PV,1.02,18.36,19.78,,5413,,14.69,-20.4,,0,0,5,1,Harmony,Atoka County,Oklahoma,37.7,-95.46
150655,Chanute 2 5,5413,KS,13.8,PQ (Gens at Var Limit),1.02494,14.144,19.56,,5413,,1.15,-2.4,,0,0,5,1,Harned,Breckinridge County,Kentucky,37.7,-95.46
150656,Clay Center 1,5414,KS,345,PQ,1.02427,353.372,33.33,,5414,,,,,0,0,5,1,Harnell Park,St. Louis County,Minnesota,39.37,-97.13
150657,Clay Center 2,5414,KS,230,PQ,1.02424,235.575,32.6,,5414,,,,,0,0,5,1,Harper,Harper County,Kansas,39.37,-97.13
150658,Clay Center 3,5414,KS,115,PQ,1.02248,117.586,32.07,,5414,,,,,0,0,5,1,Harpers Ferry,Allamakee County,Iowa,39.37,-97.13
150659,Clay Center 4,5414,KS,13.8,PV,1.02,14.076,32.48,,5414,,2.99,-1.13,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.37,-97.13
150660,Clay Center 5,5414,KS,13.8,PQ (Gens at Var Limit),1.02012,14.078,32.13,,5414,,0.61,-1.8,,0,0,5,1,Harrah,Lincoln County,Oklahoma,39.37,-97.13
150661,Clay Center 6,5414,KS,18,PV,1.02,18.36,32.28,,5414,,2.26,-1.65,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.37,-97.13
150662,Clay Center 7,5414,KS,13.8,PQ (Gens at Var Limit),1.02321,14.12,33.34,,5414,,0.49,-2.1,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.37,-97.13
150663,Clay Center 8,5414,KS,24,PQ (Gens at Var Limit),1.02145,24.515,32.7,,5414,,2.54,-4.08,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.37,-97.13
150664,Coffeyville 1,5415,KS,115,PQ,1.02194,117.524,12.69,,5415,,,,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,37.04,-95.61
150665,Coffeyville 2,5415,KS,13.8,PV,1.02,14.076,12.96,,5415,,1.54,-0.72,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,37.04,-95.61
150666,Coffeyville 3,5415,KS,13.8,PV,1.02,14.076,14,,5415,,13.11,-1.47,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,37.04,-95.61
150667,Colby City of 1,5416,KS,115,PQ,1.02669,118.07,61.66,,5416,,,,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.39,-101.06
150668,Colby City of 2,5416,KS,22,PQ (Gens at Var Limit),1.0208,22.458,61.83,,5416,,0.88,-1.8,,0,0,5,1,Harrah,Oklahoma County,Oklahoma,39.39,-101.06
150669,Colby City of 3,5416,KS,13.8,PQ (Gens at Var Limit),1.02025,14.079,61.82,,5416,,2.25,-5.4,,0,0,5,1,Harris,Osceola County,Iowa,39.39,-101.06
150670,Colby City of 4,5416,KS,13.8,PQ (Gens at Var Limit),1.02168,14.099,61.8,,5416,,1.59,-3.42,,0,0,5,1,Harris,Osceola County,Iowa,39.39,-101.06
150671,Ellinwood 1,5417,KS,115,PQ,1.01771,117.037,47.03,,5417,,,,,0,0,5,1,Harris,Osceola County,Iowa,38.36,-98.58
150672,Ellinwood 2,5417,KS,20,PV,1.02,20.4,47.16,,5417,,0.93,0.89,,0,0,5,1,Harris,Chisago County,Minnesota,38.36,-98.58
150673,Ellinwood 3,5417,KS,18,PV,1.02,18.36,47.09,,5417,,0.45,0.9,,0,0,5,1,Harris,Osceola County,Iowa,38.36,-98.58
150674,Ellinwood 4,5417,KS,13.8,PV,1.02,14.076,47.1,,5417,,0.54,0.95,,0,0,5,1,Harris,Osceola County,Iowa,38.36,-98.58
150675,Erie 1,5418,KS,115,PQ,1.02365,117.72,14.28,,5418,,,,,0,0,5,1,Harris,Osceola County,Iowa,37.57,-95.24
150676,Erie 2,5418,KS,13.8,PQ (Gens at Var Limit),1.02246,14.11,14.34,,5418,,0.36,-0.6,,0,0,5,1,Harris City,Decatur County,Indiana,37.57,-95.24
150677,Erie 3,5418,KS,13.8,PQ,1.02548,14.152,14.35,,5418,,0.53,0.82,,0,0,5,1,Harrisburg,Boone County,Missouri,37.57,-95.24
150678,Erie 4,5418,KS,1,PQ,1.0237,1.024,14.29,,5418,,,,,0,0,5,1,Harrisburg,Fayette County,Indiana,37.57,-95.24
150679,Erie 5,5418,KS,13.8,PQ (Gens at Var Limit),1.02056,14.084,14.42,,5418,,0.97,-1.32,,0,0,5,1,Harrisburg,Lincoln County,South Dakota,37.57,-95.24
150680,Garnett Municipal 1,5419,KS,230,PQ,1.02749,236.323,18.14,,5419,,,,,0,0,5,1,Harrisburg,Poinsett County,Arkansas,38.27,-95.25
150681,Garnett Municipal 2,5419,KS,115,PQ,1.02898,118.332,16.68,,5419,,,,,0,0,5,1,Harrisburg,Saline County,Illinois,38.27,-95.25
150682,Garnett Municipal 3,5419,KS,24,PQ (Gens at Var Limit),1.02546,24.611,18.22,,5419,,0.77,-1.14,,0,0,5,1,Harrisburg,Lincoln County,South Dakota,38.27,-95.25
150683,Garnett Municipal 4,5419,KS,18,PQ (Gens at Var Limit),1.02537,18.457,16.83,,5419,,0.99,-1.44,,0,0,5,1,Harrisburg,Lincoln County,South Dakota,38.27,-95.25
150684,Garnett Municipal 5,5419,KS,20,PQ,1.02377,20.475,18.26,,5419,,1.65,-2.94,,0,0,5,1,Harrisburg,Saline County,Illinois,38.27,-95.25
150685,Garnett Municipal 6,5419,KS,13.2,PQ (Gens at Var Limit),1.02559,13.538,18.2,,5419,,0.9,-1.5,,0,0,5,1,Harrisburg,Saline County,Illinois,38.27,-95.25
150686,Girard 1,5420,KS,230,PQ,1.02465,235.67,11.35,,5420,,,,,0,0,5,1,Harrisburg,Saline County,Illinois,37.51,-94.84
150687,Girard 2,5420,KS,115,PQ,1.02235,117.57,9.16,,5420,,,,,0,0,5,1,Harrisburg,Poinsett County,Arkansas,37.51,-94.84
150688,Girard 3,5420,KS,18,PQ (Gens at Var Limit),1.02068,18.372,9.19,,5420,,0.26,-0.84,,0,0,5,1,Harrisburg,Saline County,Illinois,37.51,-94.84
150689,Girard 4,5420,KS,18,PV,1.02,18.36,9.29,,5420,,1.01,-1.19,,0,0,5,1,Harrisburg,Poinsett County,Arkansas,37.51,-94.84
150690,Girard 5,5420,KS,1,PQ,1.02246,1.022,9.16,,5420,,,,,0,0,5,1,Harrisburg,Poinsett County,Arkansas,37.51,-94.84
150691,Girard 6,5420,KS,13.8,PQ (Gens at Var Limit),1.02129,14.094,11.42,,5420,,1.51,-4.32,,0,0,5,1,Harrison,Vigo County,Indiana,37.51,-94.84
150692,Goodland 1,5421,KS,345,PQ,1.03255,356.231,65.72,,5421,,,,,0,0,5,1,Harrison,Vigo County,Indiana,39.34,-101.71
150693,Goodland 2,5421,KS,230,PQ,1.03545,238.153,63.55,,5421,,,,,0,0,5,1,Harrison,Vigo County,Indiana,39.34,-101.71
150694,Goodland 3,5421,KS,115,PQ,1.03709,119.266,62.87,,5421,,,,,0,0,5,1,Harrison,Boone County,Arkansas,39.34,-101.71
150695,Goodland 4,5421,KS,13.8,PQ (Gens at Var Limit),1.03125,14.231,65.76,,5421,,2.35,-3.78,,0,0,5,1,Harrison,Hamilton County,Ohio,39.34,-101.71
150696,Goodland 5,5421,KS,13.8,PQ (Gens at Var Limit),1.03463,14.278,62.99,,5421,,1.07,-1.38,,0,0,5,1,Harrison,Hamilton County,Ohio,39.34,-101.71
150697,Goodland 6,5421,KS,24,PV,1.02,24.48,63.54,,5421,,0.2,-0.31,,0,0,5,1,Harrison,Hamilton County,Ohio,39.34,-101.71
150698,Goodland 7,5421,KS,13.8,PQ (Gens at Var Limit),1.0329,14.254,63.63,,5421,,1.37,-2.64,,0,0,5,1,Harrison,Clare County,Michigan,39.34,-101.71
150699,Goodland 8,5421,KS,18,PQ (Gens at Var Limit),1.03277,18.59,63.59,,5421,,0.78,-3,,0,0,5,1,Harrison,Clare County,Michigan,39.34,-101.71
150700,Herington 1,5422,KS,115,PQ,1.01944,117.235,29.47,,5422,,,,,0,0,5,1,Harrison,Clare County,Michigan,38.67,-96.95
150701,Herington 2,5422,KS,18,PV,1.02,18.36,29.51,,5422,,0.32,0.19,,0,0,5,1,Harrison,Clare County,Michigan,38.67,-96.95
150702,Hill City 1,5423,KS,230,PQ,1.02853,236.561,50.48,,5423,,,,,0,0,5,1,Harrison,Vigo County,Indiana,39.36,-99.84
150703,Hill City 2,5423,KS,115,PQ,1.02487,117.861,51.78,,5423,,,,,0,0,5,1,Harrison Township,Macomb County,Michigan,39.36,-99.84
150704,Hill City 3,5423,KS,13.8,PQ (Gens at Var Limit),1.0213,14.094,51.85,,5423,,0.44,-1.56,,0,0,5,1,Harrison Township,Macomb County,Michigan,39.36,-99.84
150705,Hill City 4,5423,KS,13.8,PQ (Gens at Var Limit),1.02731,14.177,50.52,,5423,,0.63,-1.02,,0,0,5,1,Harrison Township,Macomb County,Michigan,39.36,-99.84
150706,Hill City 5,5423,KS,13.8,PQ (Gens at Var Limit),1.02608,14.16,50.55,,5423,,0.75,-1.56,,0,0,5,1,Harrison Township,Macomb County,Michigan,39.36,-99.84
150707,Hoisington 1,5424,KS,230,PQ,1.02412,235.548,46.29,,5424,,,,,0,0,5,1,Harrison Township,Macomb County,Michigan,38.51,-98.78
150708,Hoisington 2,5424,KS,115,PQ,1.02104,117.419,47.89,,5424,,,,,0,0,5,1,Harrisonburg,Catahoula Parish,Louisiana,38.51,-98.78
150709,Hoisington 3,5424,KS,13.8,PQ (Gens at Var Limit),1.0222,14.106,46.34,,5424,,0.75,-1.8,,0,0,5,1,Harrisonburg,Catahoula Parish,Louisiana,38.51,-98.78
150710,Hoisington 4,5424,KS,24,PV,1.02,24.48,46.41,,5424,,2.09,-4.29,,0,0,5,1,Harrisonville,Cass County,Missouri,38.51,-98.78
150711,Holton 1,5425,KS,230,PQ,1.02035,234.68,20.19,,5425,,,,,0,0,5,1,Harrisonville,Cass County,Missouri,39.47,-95.73
150712,Holton 2,5425,KS,115,PQ,1.02023,117.327,19.6,,5425,,,,,0,0,5,1,Harrisonville,Monroe County,Illinois,39.47,-95.73
150713,Holton 3,5425,KS,13.8,PV,1.02,14.076,19.8,,5425,,1.64,-0.18,,0,0,5,1,Harrodsburg,Monroe County,Indiana,39.47,-95.73
