Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
192056,CF Novel Solar CSG Gardens Five  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,3.4,Piecewise Linear,5,SUN (Solar),0.00
192059,LeSun CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192061,CGSun  LLC Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,4.0,Piecewise Linear,5,SUN (Solar),0.00
192063,WrightSun CSG  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192065,CF Novel Solar CSG Gardens Seven  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,3.3,Piecewise Linear,5,SUN (Solar),0.00
192067,Veseli Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192069,New Germany Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192071,Lake Waconia Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192073,Lake Waconia IV Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192075,Zumbro Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192077,Scandia CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192077,Scandia CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192078,Scandia CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192078,Scandia CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192079,Scandia CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192081,MontSun Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192083,WaveSun Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192085,Dundas Solar Holdings LLC CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192087,Waterville CSG Solar Holdings LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192089,Altair Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192091,Capricornus Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.24,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192093,Scandia Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,2.5,Piecewise Linear,5,SUN (Solar),0.00
192095,RJC II Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192097,Betcher Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192099,Sherburne Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192101,Tatanka Wi 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,7.1,Piecewise Linear,5,SUN (Solar),0.00
192103,Johnson 1 Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192105,Grimm Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.25,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192107,Foreman's Hill Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192109,Johnson II Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192111,Aquila Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192113,Acturus Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192115,Auriga Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192117,Canopus Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.25,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192119,Sagitta Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192121,Libra Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192123,Aquarius Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.18,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192125,Cassiopeia Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192127,Crux Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192129,Leo Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192131,Deneb Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.24,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192133,Kaus Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192136,Sherburne North Project CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192138,Hilltop Power 2,1,MN,YES,NO,,If Agcable,1.2,0.000,1.000,-26.64,-1.15,2.26,1.2,-26.64,0.0,0.00,0.0,2.0,Piecewise Linear,5,WND (Wind),25.26
192140,Heyer CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192142,Big Lake Project CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192144,Montevideo Solar LLC  CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.20,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192146,Frontenac Holdco LLC  CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192148,Chisago Holdco LLC  CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
192150,Corcoran CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192151,Corcoran CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192151,Corcoran CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192152,Corcoran CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192152,Corcoran CSG 4,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192154,Cornillie 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192156,Syncarpha Prinsburg CSG (Ledeboer) 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.23,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192158,Syncarpha Clara City CSG I (Stamer) 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192160,Cottage Grove Project CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,4.9,Piecewise Linear,5,SUN (Solar),0.00
192162,USS Big Lake 1 Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192164,USS Good Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192166,USS Kasch Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192168,USS Rockpoint Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192170,Gibbon Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,3.3,Piecewise Linear,5,SUN (Solar),0.00
192172,Nautilus Lindstrom Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,2.0,Piecewise Linear,5,SUN (Solar),0.00
192174,Nautilus Saint Cloud Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192176,Nautilus Winsted Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
192178,Sartell Holdco CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192180,Rollingstone Holdco CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.38,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192182,Becker Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192184,USS Solar Rapids CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192186,USS Solar Dawn CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192188,USS Norelius Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192190,USS Nillie Corn Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192192,USS JJ Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192194,USS Dubhe Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192196,USS Brockway Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192198,Syncarpha Dodge 1 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192200,Hampton MN GRE 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,2.0,Piecewise Linear,5,SUN (Solar),0.00
192202,Anoka County MN CONX 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,3.4,Piecewise Linear,5,SUN (Solar),0.00
192205,Athens MN CONX 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,6.6,Piecewise Linear,5,SUN (Solar),0.00
192207,Becker Solar 2 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192209,Becker Solar 3 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192211,Becker Solar 4 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192213,Becker Solar 5 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192215,Schultz CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.8,Piecewise Linear,5,SUN (Solar),0.00
192218,Tiller CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192220,Hammer CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,4.8,Piecewise Linear,5,SUN (Solar),0.00
192222,Monticello Project CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192224,Eichtens II CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192226,Barone CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192228,Huneke II CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.1,Piecewise Linear,5,SUN (Solar),0.00
192230,MSC-GreyCloud01 Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192232,MSC-Scandia01 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192234,Goose Lake MN DPC-GM 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.5,Piecewise Linear,5,SUN (Solar),0.00
192236,4710 Hosting 2,1,MN,YES,NO,,If Agcable,2.7,0.000,1.000,524.17,-1.33,196.01,2.7,524.17,0.0,0.00,2.7,7.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-527.72
192238,Winegar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192240,Bolduan CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192242,Guse CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192244,Randolph CSG PV1-5 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192244,Randolph CSG PV1-5 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192245,Randolph CSG PV1-5 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192245,Randolph CSG PV1-5 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192246,Randolph CSG PV1-5 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192248,Felton CSG PV1-5 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192248,Felton CSG PV1-5 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192249,Felton CSG PV1-5 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192249,Felton CSG PV1-5 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192250,Felton CSG PV1-5 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192252,Held Solar Project 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
192255,Stoneray Power Partners  LLC 3,1,MN,YES,NO,,If Agcable,80.0,0.000,1.000,-1174.00,-1.15,4.59,80.0,-1174.00,0.0,-0.00,0.0,100.0,Piecewise Linear,5,WND (Wind),1082.34
192259,Palmer's Creek Wind Farm  LLC 4,1,MN,YES,NO,,If Agcable,35.7,0.000,1.000,-599.69,-1.20,4.32,35.7,-599.69,0.0,-0.00,0.0,44.6,Piecewise Linear,5,WND (Wind),556.75
192261,USS Hockey Pad Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192263,USS Centerfield Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192265,USS Webster Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192267,USS Lake Patterson Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192269,USS Rapidan Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192271,USS Kost Trail Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192273,USS King 2 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192275,USS Eggo Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192277,USS DVL Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192279,USS Brude Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192281,USS East Hauer Watt CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192283,Wright Kirby 1-5 CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192283,Wright Kirby 1-5 CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192284,Wright Kirby 1-5 CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192284,Wright Kirby 1-5 CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192285,Wright Kirby 1-5 CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192287,Lady Slipper Solar Array CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,4.5,Piecewise Linear,5,SUN (Solar),0.00
