Load
Number of Bus,Name of Bus,ID,Area Name of Load,AGC,MW,Cost Shift $/MWh,Cost Multiplier,Hourly Benefit,MW Marg. Cost of Bus,HDR::Load_GenICost:1,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,# of Benefit Curve Points,Profit $/hr
180316,CONKLIN 3 1,D,MI,YES,0.6,0.000,1.000,273.89,2.41,27.40,0.6,273.89,0.0,0.00,0.0,1.3,4,272.44
180317,DOUGLAS 1,D,MI,YES,2.1,0.000,1.000,859.18,1.39,27.76,2.1,859.18,0.0,-0.00,0.0,4.1,4,856.27
180318,FOUNTAIN 1 1,D,MI,YES,2.6,0.000,1.000,495.85,2.73,40.29,2.6,495.85,0.0,-0.00,0.0,6.3,4,488.74
180319,FOUNTAIN 2 1,D,MI,YES,0.6,0.000,1.000,98.93,2.68,109.82,0.6,98.93,0.0,-0.00,0.0,2.2,4,97.32
180320,FREE SOIL 1 1,D,MI,YES,0.9,0.000,1.000,10.39,2.72,6.04,0.9,10.39,0.0,-0.00,0.0,2.2,4,7.94
180322,FREE SOIL 2 2,D,MI,YES,7.7,0.000,1.000,3364.14,2.72,18.14,7.7,3364.14,0.0,-0.00,0.0,18.1,4,3343.20
180324,FREMONT 1 2,D,MI,YES,7.0,0.000,1.000,3398.35,2.49,33.36,7.0,3398.35,0.0,0.00,0.0,15.9,4,3380.90
180325,FREMONT 2 1,D,MI,YES,5.7,0.000,1.000,766.63,2.47,30.00,5.7,766.63,0.0,-0.00,0.0,15.9,4,752.57
180326,FREMONT 3 1,D,MI,YES,4.3,0.000,1.000,1678.58,2.52,15.46,4.3,1678.58,0.0,-0.00,0.0,9.3,4,1667.76
180327,FRUITPORT 1 1,D,MI,YES,3.7,0.000,1.000,155.10,2.11,9.10,3.7,155.10,0.0,-0.00,0.0,9.3,4,147.30
180328,FRUITPORT 2 1,D,MI,YES,7.5,0.000,1.000,3580.56,2.11,43.20,7.5,3580.56,0.0,-0.00,0.0,14.1,4,3564.71
180329,FRUITPORT 3 1,D,MI,YES,12.5,0.000,1.000,3706.06,2.10,32.02,12.5,3706.06,0.0,-0.00,0.0,29.5,4,3679.79
180330,GRANDVILLE 1 1,D,MI,YES,11.1,0.000,1.000,7118.76,2.13,68.62,11.1,7118.76,0.0,-0.00,0.0,29.5,4,7095.16
180331,GRANDVILLE 2 1,D,MI,YES,12.9,0.000,1.000,7377.98,2.32,30.82,12.9,7377.98,0.0,0.00,0.0,29.5,4,7348.02
180332,GRANDVILLE 3 1,D,MI,YES,12.2,0.000,1.000,6668.93,2.25,37.09,12.2,6668.93,0.0,0.00,0.0,29.5,4,6641.46
180333,GRANDVILLE 4 1,D,MI,YES,5.8,0.000,1.000,2946.85,2.33,51.80,5.8,2946.85,0.0,0.00,0.0,11.2,4,2933.33
180334,HAMILTON 4 1,D,MI,YES,4.2,0.000,1.000,519.00,1.86,24.03,4.2,519.00,0.0,-0.00,0.0,11.2,4,511.20
180335,HAMILTON 5 1,D,MI,YES,5.0,0.000,1.000,150.46,1.86,9.10,5.0,150.46,0.0,0.00,0.0,11.2,4,141.14
180338,HAMILTON 6 3,D,MI,YES,20.9,0.000,1.000,718.76,1.84,12.68,20.9,718.76,0.0,0.00,0.0,48.4,4,680.36
180339,HOLLAND 4 1,D,MI,YES,22.2,0.000,1.000,409.46,1.82,9.10,22.2,409.46,0.0,-0.00,0.0,49.7,4,368.98
180340,HOLLAND 5 1,D,MI,YES,21.2,0.000,1.000,548.40,1.82,17.14,21.2,548.40,0.0,-0.00,0.0,48.4,4,509.81
180341,HOLLAND 6 1,D,MI,YES,20.6,0.000,1.000,7291.94,1.84,8.69,20.6,7291.94,0.0,0.00,0.0,48.4,4,7254.13
180342,HOLLAND 7 1,D,MI,YES,7.2,0.000,1.000,3900.37,1.82,9.58,7.2,3900.37,0.0,0.00,0.0,18.1,4,3887.24
180343,LUDINGTON 1 1,D,MI,YES,8.0,0.000,1.000,438.94,2.63,7.02,8.0,438.94,0.0,0.00,0.0,18.1,4,417.88
180344,LUDINGTON 2 1,D,MI,YES,8.0,0.000,1.000,4388.65,2.66,31.67,8.0,4388.65,0.0,-0.00,0.0,18.1,4,4367.38
180346,LUDINGTON 3 2,D,MI,YES,10.2,0.000,1.000,7094.69,2.66,96.10,10.2,7094.69,0.0,-0.00,0.0,24.7,4,7067.60
180347,LUDINGTON 4 1,D,MI,YES,20.1,0.000,1.000,785.18,2.63,9.10,20.1,785.18,0.0,0.00,0.0,44.3,4,732.26
180350,MUSKEGON 1 3,D,MI,YES,18.4,0.000,1.000,783.98,2.14,18.93,18.4,783.98,0.0,0.00,0.0,44.3,4,744.55
180353,MUSKEGON 2 1,D,MI,YES,17.3,0.000,1.000,9533.81,2.10,59.42,17.3,9533.81,0.0,0.00,0.0,44.3,4,9497.51
180355,MUSKEGON 3 2,D,MI,YES,20.3,0.000,1.000,1749.50,2.10,10.55,20.3,1749.50,0.0,-0.00,0.0,44.3,4,1706.94
180358,MUSKEGON 4 1,D,MI,YES,9.8,0.000,1.000,3573.02,2.15,12.69,9.8,3573.02,0.0,0.00,0.0,23.7,4,3551.98
180359,MUSKEGON 5 1,D,MI,YES,9.4,0.000,1.000,2070.84,2.17,53.62,9.4,2070.84,0.0,0.00,0.0,22.3,4,2050.40
180360,MUSKEGON 6 1,D,MI,YES,11.1,0.000,1.000,6599.72,2.15,34.24,11.1,6599.72,0.0,0.00,0.0,25.0,4,6575.81
180362,MUSKEGON 7 2,D,MI,YES,9.9,0.000,1.000,1204.01,2.23,57.29,9.9,1204.01,0.0,-0.00,0.0,22.3,4,1181.89
180363,MUSKEGON 8 1,D,MI,YES,2.3,0.000,1.000,1121.50,2.16,8.78,2.3,1121.50,0.0,0.00,0.0,4.9,4,1116.54
180364,NUNICA 1 1,D,MI,YES,2.1,0.000,1.000,572.38,2.12,10.51,2.1,572.38,0.0,0.00,0.0,4.9,4,567.93
180365,NUNICA 2 1,D,MI,YES,2.6,0.000,1.000,496.23,2.14,14.22,2.6,496.23,0.0,0.00,0.0,6.6,4,490.66
180366,SCOTTVILLE 1 1,D,MI,YES,2.8,0.000,1.000,874.10,2.64,63.86,2.8,874.10,0.0,-0.00,0.0,6.6,4,866.71
180367,SCOTTVILLE 2 1,D,MI,YES,5.7,0.000,1.000,269.84,2.65,17.43,5.7,269.84,0.0,-0.00,0.0,12.8,4,254.76
180368,WHITEHALL 1 1,D,MI,YES,6.0,0.000,1.000,1919.88,2.31,55.04,6.0,1919.88,0.0,0.00,0.0,12.8,4,1906.03
180369,WHITEHALL 2 1,D,MI,YES,5.4,0.000,1.000,3364.42,2.18,15.00,5.4,3364.42,0.0,-0.00,0.0,12.8,4,3352.66
180372,WHITEHALL 3 3,D,MI,YES,19.7,0.000,1.000,8966.46,2.18,9.29,19.7,8966.46,0.0,0.00,0.0,42.1,4,8923.42
180373,GRAND RAPIDS 1 1,D,MI,YES,19.7,0.000,1.000,7115.14,2.76,48.56,19.7,7115.14,0.0,0.00,0.0,42.1,4,7060.67
180374,GRAND RAPIDS 2 1,D,MI,YES,20.5,0.000,1.000,541.03,2.53,9.10,20.5,541.03,0.0,-0.00,0.0,42.1,4,489.19
180375,GRAND RAPIDS 3 1,D,MI,YES,22.0,0.000,1.000,4787.49,2.47,5.55,22.0,4787.49,0.0,0.00,0.0,42.1,4,4733.07
180377,GRAND RAPIDS 4 2,D,MI,YES,11.1,0.000,1.000,6260.23,2.45,68.03,11.1,6260.23,0.0,-0.00,0.0,24.1,4,6233.04
180378,GRAND RAPIDS 5 1,D,MI,YES,9.0,0.000,1.000,5470.36,2.44,25.16,9.0,5470.36,0.0,-0.00,0.0,23.2,4,5448.38
180379,GRAND RAPIDS 6 1,D,MI,YES,10.1,0.000,1.000,2248.53,2.44,11.80,10.1,2248.53,0.0,0.00,0.0,23.2,4,2223.84
180381,GRAND RAPIDS 7 2,D,MI,YES,10.5,0.000,1.000,1863.88,2.31,24.11,10.5,1863.88,0.0,0.00,0.0,23.2,4,1839.63
180382,GRAND RAPIDS 8 1,D,MI,YES,1.7,0.000,1.000,487.87,2.39,29.08,1.7,487.87,0.0,0.00,0.0,3.5,4,483.80
180383,BUCKLEY 1 1,D,MI,YES,1.4,0.000,1.000,473.84,2.86,21.37,1.4,473.84,0.0,-0.00,0.0,3.5,4,469.84
180384,BUCKLEY 2 1,D,MI,YES,5.9,0.000,1.000,1125.72,2.87,34.70,5.9,1125.72,0.0,-0.00,0.0,12.6,4,1108.78
180385,EVART 1 1,D,MI,YES,4.3,0.000,1.000,1417.72,3.49,33.26,4.3,1417.72,0.0,0.00,0.0,9.1,4,1402.72
180387,EVART 2 2,D,MI,YES,5.7,0.000,1.000,544.92,3.18,9.01,5.7,544.92,0.0,-0.00,0.0,13.2,4,526.78
180388,EVART 3 1,D,MI,YES,4.0,0.000,1.000,2065.06,3.17,41.24,4.0,2065.06,0.0,0.00,0.0,11.2,4,2052.36
180390,KINGSLEY 2 2,D,MI,YES,4.6,0.000,1.000,2925.37,2.86,67.82,4.6,2925.37,0.0,-0.00,0.0,11.2,4,2912.21
180391,KINGSLEY 3 1,D,MI,YES,4.1,0.000,1.000,1338.84,2.87,25.65,4.1,1338.84,0.0,-0.00,0.0,11.3,4,1327.05
180392,KINGSLEY 4 1,D,MI,YES,1.0,0.000,1.000,411.07,2.87,20.10,1.0,411.07,0.0,-0.00,0.0,2.4,4,408.19
180393,SEARS 1,D,MI,YES,1.0,0.000,1.000,547.22,3.60,40.34,1.0,547.22,0.0,0.00,0.0,2.7,4,543.63
180394,SOUTH BOARDMAN 1 1,D,MI,YES,1.1,0.000,1.000,84.12,2.91,35.36,1.1,84.12,0.0,-0.00,0.0,2.7,4,80.92
180395,SOUTH BOARDMAN 2 1,D,MI,YES,1.0,0.000,1.000,507.38,2.91,35.45,1.0,507.38,0.0,-0.00,0.0,2.7,4,504.47
180396,SOUTH BOARDMAN 3 1,D,MI,YES,6.0,0.000,1.000,2141.05,2.91,31.49,6.0,2141.05,0.0,-0.00,0.0,14.9,4,2123.57
180397,CONOVER 1,D,MI,YES,1.9,0.000,1.000,127.21,-1.34,24.64,1.9,127.21,0.0,0.00,0.0,4.3,4,129.76
180398,AMBERG 1 1,D,MI,YES,0.8,0.000,1.000,350.79,-1.36,10.50,0.8,350.79,0.0,0.00,0.0,2.0,4,351.89
180399,NIAGARA 3 1,D,MI,YES,2.1,0.000,1.000,1258.84,-1.34,16.31,2.1,1258.84,0.0,-0.00,0.0,5.4,4,1261.66
180400,ALPENA 4 1,D,MI,YES,6.1,0.000,1.000,670.82,3.27,9.43,6.1,670.82,0.0,0.00,0.0,15.6,4,650.88
180401,ALPENA 5 1,D,MI,YES,6.9,0.000,1.000,3871.37,3.29,31.62,6.9,3871.37,0.0,0.00,0.0,16.4,4,3848.70
180402,ALPENA 6 1,D,MI,YES,7.8,0.000,1.000,2361.85,3.25,66.60,7.8,2361.85,0.0,-0.00,0.0,17.2,4,2336.52
180403,ALPENA 7 1,D,MI,YES,6.7,0.000,1.000,3341.14,3.27,55.10,6.7,3341.14,0.0,-0.00,0.0,15.6,4,3319.23
180404,DRUMMOND ISLAND 1,D,MI,YES,1.1,0.000,1.000,338.23,-0.37,20.14,1.1,338.23,0.0,-0.00,0.0,2.9,4,338.63
180405,ECKERMAN 1,D,MI,YES,0.8,0.000,1.000,445.90,-0.46,38.02,0.8,445.90,0.0,-0.00,0.0,2.3,4,446.27
180406,GOETZVILLE 1,D,MI,YES,0.6,0.000,1.000,350.86,-0.20,16.02,0.6,350.86,0.0,-0.00,0.0,1.6,4,350.99
180407,HILLMAN 2 1,D,MI,YES,5.0,0.000,1.000,2440.69,3.25,45.42,5.0,2440.69,0.0,-0.00,0.0,10.2,4,2424.44
180408,POSEN 1,D,MI,YES,2.3,0.000,1.000,1240.81,3.20,29.93,2.3,1240.81,0.0,-0.00,0.0,5.2,4,1233.46
180409,VANDERBILT 1 1,D,MI,YES,0.7,0.000,1.000,460.83,3.07,30.00,0.7,460.83,0.0,0.00,0.0,1.9,4,458.68
180410,VANDERBILT 2 1,D,MI,YES,1.4,0.000,1.000,76.16,3.08,20.05,1.4,76.16,0.0,-0.00,0.0,3.9,4,71.85
180411,WALLOON LAKE 1,D,MI,YES,0.5,0.000,1.000,124.21,2.94,30.76,0.5,124.21,0.0,0.00,0.0,1.3,4,122.74
180412,BARK RIVER 1 1,D,MI,YES,1.2,0.000,1.000,150.23,-1.29,8.62,1.2,150.23,0.0,-0.00,0.0,3.1,4,151.78
180413,BARK RIVER 2 1,D,MI,YES,3.2,0.000,1.000,74.47,-1.30,8.75,3.2,74.47,0.0,0.00,0.0,7.8,4,78.63
180414,CHAMPION 1,D,MI,YES,0.9,0.000,1.000,232.95,-1.29,38.74,0.9,232.95,0.0,0.00,0.0,2.6,4,234.12
180415,CHATHAM 1 1,D,MI,YES,0.7,0.000,1.000,210.29,-1.23,30.00,0.7,210.29,0.0,-0.00,0.0,2.0,4,211.15
180416,COOKS 1,D,MI,YES,0.7,0.000,1.000,354.73,-1.20,71.09,0.7,354.73,0.0,-0.00,0.0,1.7,4,355.57
180417,GLADSTONE 1 1,D,MI,YES,3.7,0.000,1.000,1476.78,-1.29,14.53,3.7,1476.78,0.0,-0.00,0.0,9.0,4,1481.55
180418,GLADSTONE 2 1,D,MI,YES,3.8,0.000,1.000,1365.69,-1.29,23.55,3.8,1365.69,0.0,0.00,0.0,9.4,4,1370.60
180419,GLADSTONE 3 1,D,MI,YES,4.1,0.000,1.000,30.45,-1.28,3.33,4.1,30.45,0.0,-0.00,0.0,9.0,4,35.69
180420,GRAND MARAIS 2 1,D,MI,YES,0.5,0.000,1.000,6.67,-1.18,8.10,0.5,6.67,0.0,0.00,0.0,1.5,4,7.26
180421,GWINN 1 1,D,MI,YES,2.8,0.000,1.000,1556.51,-1.28,15.84,2.8,1556.51,0.0,-0.00,0.0,6.5,4,1560.09
180424,GWINN 2 3,D,MI,YES,4.8,0.000,1.000,1917.53,-1.28,32.75,4.8,1917.53,0.0,0.00,0.0,12.9,4,1923.67
180426,ISHPEMING 1 2,D,MI,YES,6.0,0.000,1.000,2172.12,-1.29,49.96,6.0,2172.12,0.0,0.00,0.0,12.6,4,2179.85
180427,ISHPEMING 2 1,D,MI,YES,7.2,0.000,1.000,1660.70,-1.29,21.08,7.2,1660.70,0.0,-0.00,0.0,18.6,4,1669.97
180428,ISHPEMING 3 1,D,MI,YES,5.0,0.000,1.000,66.76,-1.29,3.18,5.0,66.76,0.0,0.00,0.0,11.3,4,73.22
180429,MICHIGAMME 1,D,MI,YES,1.1,0.000,1.000,507.44,-1.30,50.90,1.1,507.44,0.0,-0.00,0.0,2.6,4,508.87
180430,NEGAUNEE 1 1,D,MI,YES,3.2,0.000,1.000,44.12,-1.28,11.68,3.2,44.12,0.0,0.00,0.0,7.4,4,48.22
180431,NEGAUNEE 2 1,D,MI,YES,3.0,0.000,1.000,1333.48,-1.28,54.79,3.0,1333.48,0.0,0.00,0.0,7.4,4,1337.33
180432,RAPID RIVER 1 1,D,MI,YES,1.2,0.000,1.000,685.90,-1.26,25.03,1.2,685.90,0.0,-0.00,0.0,3.3,4,687.41
180433,RAPID RIVER 2 1,D,MI,YES,1.1,0.000,1.000,13.80,-1.24,9.88,1.1,13.80,0.0,0.00,0.0,3.4,4,15.16
180434,RAPID RIVER 3 1,D,MI,YES,1.3,0.000,1.000,644.63,-1.23,20.19,1.3,644.63,0.0,0.00,0.0,3.5,4,646.23
180435,SHINGLETON 1,D,MI,YES,0.9,0.000,1.000,406.56,-1.18,32.43,0.9,406.56,0.0,-0.00,0.0,1.8,4,407.62
180436,SKANDIA 1 1,D,MI,YES,0.8,0.000,1.000,223.74,-1.26,26.63,0.8,223.74,0.0,-0.00,0.0,2.1,4,224.75
180437,SKANDIA 2 1,D,MI,YES,1.8,0.000,1.000,631.28,-1.27,46.76,1.8,631.28,0.0,-0.00,0.0,4.2,4,633.56
180438,WILSON 1 1,D,MI,YES,2.0,0.000,1.000,1247.94,-1.34,17.72,2.0,1247.94,0.0,0.00,0.0,4.8,4,1250.61
180439,ATLANTIC MINE 1,D,MI,YES,2.4,0.000,1.000,1041.55,-1.31,22.02,2.4,1041.55,0.0,0.00,0.0,6.2,4,1044.70
180440,BESSEMER 1 1,D,MI,YES,2.2,0.000,1.000,425.55,-1.37,49.56,2.2,425.55,0.0,-0.00,0.0,5.1,4,428.56
180441,BESSEMER 2 1,D,MI,YES,0.9,0.000,1.000,12.00,-1.37,5.40,0.9,12.00,0.0,0.00,0.0,2.5,4,13.23
180442,CALUMET 1 1,D,MI,YES,3.3,0.000,1.000,1546.72,-1.32,30.00,3.3,1546.72,0.0,-0.00,0.0,6.8,4,1551.06
180443,CALUMET 2 1,D,MI,YES,3.0,0.000,1.000,1276.45,-1.32,18.23,3.0,1276.45,0.0,-0.00,0.0,6.7,4,1280.40
180444,CALUMET 3 1,D,MI,YES,2.8,0.000,1.000,1155.82,-1.32,27.95,2.8,1155.82,0.0,0.00,0.0,6.8,4,1159.51
180446,HANCOCK 2 2,D,MI,YES,7.9,0.000,1.000,2359.32,-1.31,64.71,7.9,2359.32,0.0,-0.00,0.0,19.3,4,2369.69
180447,HOUGHTON 1 1,D,MI,YES,5.2,0.000,1.000,2855.20,-1.32,29.16,5.2,2855.20,0.0,0.00,0.0,12.3,4,2862.05
180448,HOUGHTON 2 1,D,MI,YES,3.8,0.000,1.000,168.45,-1.32,9.10,3.8,168.45,0.0,-0.00,0.0,8.8,4,173.45
180449,HOUGHTON 3 1,D,MI,YES,4.2,0.000,1.000,1430.69,-1.32,30.61,4.2,1430.69,0.0,-0.00,0.0,9.5,4,1436.22
180453,IRONWOOD 1 4,D,MI,YES,7.2,0.000,1.000,118.11,-1.37,7.01,7.2,118.11,0.0,0.00,0.0,14.6,4,127.94
180454,IRONWOOD 2 1,D,MI,YES,3.8,0.000,1.000,2109.01,-1.37,12.22,3.8,2109.01,0.0,-0.00,0.0,9.1,4,2114.21
180455,LAKE LINDEN 1 1,D,MI,YES,3.1,0.000,1.000,510.87,-1.32,18.92,3.1,510.87,0.0,0.00,0.0,7.4,4,514.96
180456,LAKE LINDEN 2 1,D,MI,YES,1.0,0.000,1.000,576.37,-1.32,20.28,1.0,576.37,0.0,0.00,0.0,2.6,4,577.69
180457,MASS CITY 1,D,MI,YES,0.6,0.000,1.000,356.04,-1.34,23.52,0.6,356.04,0.0,-0.00,0.0,1.6,4,356.84
180458,TROUT CREEK 1,D,MI,YES,0.8,0.000,1.000,291.40,-1.34,30.00,0.8,291.40,0.0,-0.00,0.0,2.1,4,292.48
180459,WHITE PINE 1 1,D,MI,YES,0.5,0.000,1.000,125.24,-1.34,92.14,0.5,125.24,0.0,-0.00,0.0,1.3,4,125.91
180460,DAFTER 1 1,D,MI,YES,2.0,0.000,1.000,54.46,-0.26,14.34,2.0,54.46,0.0,0.00,0.0,4.6,4,54.98
180461,GRANGER 3 1,D,MI,YES,12.0,0.000,1.000,2561.77,-2.10,32.33,12.0,2561.77,0.0,0.00,0.0,30.4,4,2587.02
180464,GRANGER 4 3,D,MI,YES,17.5,0.000,1.000,5142.55,-2.08,30.69,17.5,5142.55,0.0,-0.00,0.0,45.9,4,5179.02
180465,SOUTH BEND 18 1,D,MI,YES,16.2,0.000,1.000,222.29,-1.86,3.39,16.2,222.29,0.0,-0.00,0.0,35.7,4,252.42
180468,ALGONAC 1 3,D,MI,YES,12.0,0.000,1.000,4695.29,4.28,13.71,12.0,4695.29,0.0,-0.00,0.0,29.9,4,4643.89
180469,ALGONAC 2 1,D,MI,YES,7.5,0.000,1.000,4043.75,4.30,31.59,7.5,4043.75,0.0,-0.00,0.0,17.9,4,4011.46
180470,ALMONT 1,D,MI,YES,6.5,0.000,1.000,3366.87,4.40,8.08,6.5,3366.87,0.0,0.00,0.0,14.5,4,3338.24
180471,CAPAC 1,D,MI,YES,2.9,0.000,1.000,1435.71,4.28,29.63,2.9,1435.71,0.0,0.00,0.0,6.9,4,1423.29
180472,EASTPOINTE 1 1,D,MI,YES,34.1,0.000,1.000,17515.05,4.61,45.20,34.1,17515.05,0.0,-0.00,0.0,70.7,4,17357.96
180474,EASTPOINTE 2 2,D,MI,YES,19.3,0.000,1.000,8980.56,4.63,23.62,19.3,8980.56,0.0,0.00,0.0,50.4,4,8891.22
180475,EASTPOINTE 3 1,D,MI,YES,21.7,0.000,1.000,8711.83,4.60,32.67,21.7,8711.83,0.0,0.00,0.0,47.9,4,8612.07
180476,FRANKLIN 10 1,D,MI,YES,24.7,0.000,1.000,13793.15,4.54,58.62,24.7,13793.15,0.0,-0.00,0.0,55.1,4,13680.97
180478,FRASER 2,D,MI,YES,34.8,0.000,1.000,15297.75,4.41,29.28,34.8,15297.75,0.0,-0.00,0.0,75.7,4,15144.29
180480,SOUTHFIELD 1 2,D,MI,YES,23.4,0.000,1.000,5808.29,4.62,22.00,23.4,5808.29,0.0,0.00,0.0,58.0,4,5700.09
180481,CLINTON TOWNSHIP 1 1,D,MI,YES,15.9,0.000,1.000,236.80,4.49,8.80,15.9,236.80,0.0,0.00,0.0,37.3,4,165.48
180482,CLINTON TOWNSHIP 2 1,D,MI,YES,35.8,0.000,1.000,21852.00,4.58,49.56,35.8,21852.00,0.0,-0.00,0.0,87.1,4,21688.12
180483,CLINTON TOWNSHIP 3 1,D,MI,YES,31.4,0.000,1.000,7864.58,4.48,14.68,31.4,7864.58,0.0,-0.00,0.0,76.3,4,7723.90
180484,CLINTON TOWNSHIP 4 1,D,MI,YES,16.8,0.000,1.000,11190.02,4.49,18.70,16.8,11190.02,0.0,0.00,0.0,46.6,4,11114.57
180485,CLINTON TOWNSHIP 5 1,D,MI,YES,17.3,0.000,1.000,9821.61,4.46,54.69,17.3,9821.61,0.0,-0.00,0.0,42.7,4,9744.45
180486,CLINTON TOWNSHIP 6 1,D,MI,YES,23.3,0.000,1.000,6000.32,4.53,29.44,23.3,6000.32,0.0,0.00,0.0,59.1,4,5894.83
180487,MARINE CITY 1 1,D,MI,YES,7.6,0.000,1.000,294.31,4.25,33.19,7.6,294.31,0.0,-0.00,0.0,18.1,4,262.04
180488,MARYSVILLE 4 1,D,MI,YES,3.4,0.000,1.000,43.46,4.30,3.18,3.4,43.46,0.0,0.00,0.0,9.1,4,28.83
180489,MEMPHIS 4 1,D,MI,YES,10.2,0.000,1.000,4438.58,4.27,30.88,10.2,4438.58,0.0,0.00,0.0,25.3,4,4395.03
180490,MACOMB 5 1,D,MI,YES,9.0,0.000,1.000,1178.63,4.39,36.98,9.0,1178.63,0.0,0.00,0.0,22.3,4,1139.08
180491,MACOMB 6 1,D,MI,YES,11.1,0.000,1.000,153.31,4.38,7.21,11.1,153.31,0.0,0.00,0.0,30.8,4,104.64
180492,MACOMB 7 1,D,MI,YES,11.5,0.000,1.000,219.26,4.39,6.46,11.5,219.26,0.0,-0.00,0.0,25.2,4,168.72
180493,MACOMB 8 1,D,MI,YES,8.8,0.000,1.000,1209.40,4.38,30.00,8.8,1209.40,0.0,0.00,0.0,18.8,4,1170.88
180494,MACOMB 9 1,D,MI,YES,14.6,0.000,1.000,348.91,4.48,16.48,14.6,348.91,0.0,-0.00,0.0,28.8,4,283.53
180496,MACOMB 10 2,D,MI,YES,17.8,0.000,1.000,1708.70,4.39,29.10,17.8,1708.70,0.0,0.00,0.0,47.1,4,1630.62
180499,MACOMB 11 3,D,MI,YES,28.9,0.000,1.000,4386.62,4.36,46.94,28.9,4386.62,0.0,0.00,0.0,71.2,4,4260.65
180503,MACOMB 12 2,D,MI,YES,25.1,0.000,1.000,5988.80,4.40,32.19,25.1,5988.80,0.0,-0.00,0.0,57.1,4,5878.34
180504,MACOMB 13 1,D,MI,YES,17.4,0.000,1.000,6881.75,4.41,28.07,17.4,6881.75,0.0,0.00,0.0,45.8,4,6804.95
180505,HARRISON TOWNSHIP 1 1,D,MI,YES,6.9,0.000,1.000,4152.37,4.43,29.03,6.9,4152.37,0.0,0.00,0.0,16.9,4,4121.83
180506,HARRISON TOWNSHIP 2 1,D,MI,YES,7.2,0.000,1.000,397.91,4.44,27.93,7.2,397.91,0.0,0.00,0.0,16.9,4,365.92
180507,HARRISON TOWNSHIP 3 1,D,MI,YES,7.2,0.000,1.000,108.68,4.46,3.18,7.2,108.68,0.0,-0.00,0.0,16.9,4,76.56
180508,NEW BALTIMORE 1 1,D,MI,YES,16.6,0.000,1.000,9055.36,4.34,30.83,16.6,9055.36,0.0,-0.00,0.0,47.6,4,8983.28
180509,NEW BALTIMORE 2 1,D,MI,YES,14.0,0.000,1.000,6264.32,4.39,6.93,14.0,6264.32,0.0,0.00,0.0,31.9,4,6202.84
180512,NEW BALTIMORE 3 3,D,MI,YES,18.6,0.000,1.000,11258.81,4.36,20.43,18.6,11258.81,0.0,0.00,0.0,42.5,4,11177.71
180513,NEW BALTIMORE 4 1,D,MI,YES,16.1,0.000,1.000,2369.12,4.38,30.00,16.1,2369.12,0.0,0.00,0.0,34.1,4,2298.54
180514,NEW HAVEN 5 1,D,MI,YES,8.6,0.000,1.000,2974.54,4.34,48.66,8.6,2974.54,0.0,-0.00,0.0,18.3,4,2937.22
180515,NEW BALTIMORE 5 1,D,MI,YES,6.6,0.000,1.000,148.00,4.30,9.10,6.6,148.00,0.0,0.00,0.0,15.7,4,119.65
180516,EAST CHINA 1,D,MI,YES,8.0,0.000,1.000,4657.86,4.22,31.25,8.0,4657.86,0.0,0.00,0.0,18.2,4,4624.10
180519,FORT GRATIOT 1 3,D,MI,YES,17.4,0.000,1.000,214.56,4.25,10.76,17.4,214.56,0.0,0.00,0.0,36.3,4,140.69
180520,FORT GRATIOT 2 1,D,MI,YES,9.5,0.000,1.000,2240.58,4.22,26.20,9.5,2240.58,0.0,0.00,0.0,20.9,4,2200.53
180521,PORT HURON 1 1,D,MI,YES,9.8,0.000,1.000,6936.39,4.29,14.38,9.8,6936.39,0.0,0.00,0.0,28.2,4,6894.33
180523,PORT HURON 2 2,D,MI,YES,14.4,0.000,1.000,6189.56,4.26,28.44,14.4,6189.56,0.0,0.00,0.0,28.2,4,6128.27
180524,PORT HURON 3 1,D,MI,YES,12.5,0.000,1.000,1214.23,4.26,43.10,12.5,1214.23,0.0,-0.00,0.0,28.2,4,1160.97
180525,PORT HURON 4 1,D,MI,YES,11.1,0.000,1.000,1265.35,4.26,15.81,11.1,1265.35,0.0,0.00,0.0,28.2,4,1218.06
180526,RICHMOND 12 1,D,MI,YES,10.5,0.000,1.000,5936.70,4.26,14.38,10.5,5936.70,0.0,-0.00,0.0,25.8,4,5892.02
180528,RICHMOND 13 2,D,MI,YES,9.0,0.000,1.000,2434.00,4.29,30.00,9.0,2434.00,0.0,-0.00,0.0,24.4,4,2395.36
180530,ROMEO 2,D,MI,YES,11.0,0.000,1.000,5187.25,4.37,48.46,11.0,5187.25,0.0,-0.00,0.0,23.8,4,5139.19
180533,ROSEVILLE 3 3,D,MI,YES,31.6,0.000,1.000,987.47,4.45,9.10,31.6,987.47,0.0,-0.00,0.0,67.1,4,846.96
180534,ROSEVILLE 4 1,D,MI,YES,21.3,0.000,1.000,10721.70,4.62,33.73,21.3,10721.70,0.0,0.00,0.0,48.2,4,10623.32
180536,ROSEVILLE 5 2,D,MI,YES,36.7,0.000,1.000,11011.66,4.54,50.16,36.7,11011.66,0.0,0.00,0.0,82.6,4,10845.02
180537,ROYAL OAK 1 1,D,MI,YES,22.8,0.000,1.000,9065.48,4.66,21.50,22.8,9065.48,0.0,-0.00,0.0,50.8,4,8959.19
180538,MADISON HEIGHTS 1 1,D,MI,YES,21.2,0.000,1.000,6813.80,4.58,18.28,21.2,6813.80,0.0,0.00,0.0,47.6,4,6716.64
